month,plant,country,region,market,category,product_line,sku_family,units_sold,revenue_cad,gross_margin_pct
2026-04,Oakville,CA,Ontario,GTA West,Cementitious,Specialty Mortars,SM-200,267,54887.82,0.245
2026-04,Oakville,CA,Ontario,GTA West,Aggregates,Fine Aggregate,AG-F,107,12224.17,0.283
2026-04,Oakville,CA,Ontario,GTA West,Aggregates,Coarse Aggregate,AG-C,302,66951.83,0.186
2026-04,Oakville,CA,Ontario,GTA West,Packaged,Bagged Mix,PK-B,221,59816.66,0.323
2026-04,Oakville,CA,Ontario,GTA West,Packaged,Retail Kits,PK-R,206,77115.19,0.183
2026-04,Oakville,CA,Ontario,GTA West,Logistics Add-ons,Expedite Surcharge,LX-E,20,2512.11,0.314
2026-04,Mississauga,CA,Ontario,GTA Core,Cementitious,Binder Blends,CB-100,164,45363.51,0.221
2026-04,Mississauga,CA,Ontario,GTA Core,Cementitious,Specialty Mortars,SM-200,234,33177.24,0.245
2026-04,Mississauga,CA,Ontario,GTA Core,Aggregates,Fine Aggregate,AG-F,177,44284.78,0.195
2026-04,Mississauga,CA,Ontario,GTA Core,Aggregates,Coarse Aggregate,AG-C,262,46491.17,0.252
2026-04,Mississauga,CA,Ontario,GTA Core,Packaged,Bagged Mix,PK-B,79,16272.17,0.407
2026-04,Mississauga,CA,Ontario,GTA Core,Packaged,Retail Kits,PK-R,293,83190.07,0.227
2026-04,Mississauga,CA,Ontario,GTA Core,Logistics Add-ons,Expedite Surcharge,LX-E,10,1536.03,0.26
2026-04,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Binder Blends,CB-100,234,82921.55,0.259
2026-04,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Specialty Mortars,SM-200,211,48373.11,0.378
2026-04,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Fine Aggregate,AG-F,109,20235.39,0.325
2026-04,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Coarse Aggregate,AG-C,142,34856.49,0.223
2026-04,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Bagged Mix,PK-B,243,99514.08,0.25
2026-04,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Retail Kits,PK-R,291,119077.38,0.368
2026-04,Hamilton,CA,Ontario,Golden Horseshoe,Logistics Add-ons,Expedite Surcharge,LX-E,60,4837.62,0.404
2026-04,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Binder Blends,CB-100,142,40242.24,0.311
2026-04,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Specialty Mortars,SM-200,53,21425.6,0.291
2026-04,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Fine Aggregate,AG-F,147,34086.71,0.25
2026-04,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Coarse Aggregate,AG-C,75,26951.51,0.371
2026-04,Buffalo,US,New York,Niagara Cross-Border,Packaged,Bagged Mix,PK-B,249,77301.43,0.213
2026-04,Buffalo,US,New York,Niagara Cross-Border,Packaged,Retail Kits,PK-R,195,32385.03,0.338
2026-04,Buffalo,US,New York,Niagara Cross-Border,Logistics Add-ons,Expedite Surcharge,LX-E,19,1731.53,0.324
2026-04,Detroit,US,Michigan,Auto Belt,Cementitious,Binder Blends,CB-100,245,64683.2,0.402
2026-04,Detroit,US,Michigan,Auto Belt,Cementitious,Specialty Mortars,SM-200,254,67848.77,0.37
2026-04,Detroit,US,Michigan,Auto Belt,Aggregates,Fine Aggregate,AG-F,224,71690.64,0.375
2026-04,Detroit,US,Michigan,Auto Belt,Aggregates,Coarse Aggregate,AG-C,83,10096.02,0.24
2026-04,Detroit,US,Michigan,Auto Belt,Packaged,Bagged Mix,PK-B,221,31099.87,0.327
2026-04,Detroit,US,Michigan,Auto Belt,Packaged,Retail Kits,PK-R,244,99767.14,0.26
2026-04,Detroit,US,Michigan,Auto Belt,Logistics Add-ons,Expedite Surcharge,LX-E,22,1481.53,0.303
2026-05,Oakville,CA,Ontario,GTA West,Cementitious,Binder Blends,CB-100,305,82937.98,0.345
2026-05,Oakville,CA,Ontario,GTA West,Cementitious,Specialty Mortars,SM-200,153,35853.38,0.274
2026-05,Oakville,CA,Ontario,GTA West,Aggregates,Fine Aggregate,AG-F,296,40107.87,0.419
2026-05,Oakville,CA,Ontario,GTA West,Aggregates,Coarse Aggregate,AG-C,287,34446.9,0.28
2026-05,Oakville,CA,Ontario,GTA West,Packaged,Bagged Mix,PK-B,83,10282.31,0.406
2026-05,Oakville,CA,Ontario,GTA West,Packaged,Retail Kits,PK-R,112,22589.29,0.262
2026-05,Oakville,CA,Ontario,GTA West,Logistics Add-ons,Expedite Surcharge,LX-E,54,5104.1,0.285
2026-05,Mississauga,CA,Ontario,GTA Core,Cementitious,Binder Blends,CB-100,271,51987.2,0.252
2026-05,Mississauga,CA,Ontario,GTA Core,Cementitious,Specialty Mortars,SM-200,98,9071.47,0.262
2026-05,Mississauga,CA,Ontario,GTA Core,Aggregates,Fine Aggregate,AG-F,95,29624.96,0.219
2026-05,Mississauga,CA,Ontario,GTA Core,Aggregates,Coarse Aggregate,AG-C,164,42288.7,0.312
2026-05,Mississauga,CA,Ontario,GTA Core,Packaged,Bagged Mix,PK-B,209,56962.82,0.41
2026-05,Mississauga,CA,Ontario,GTA Core,Packaged,Retail Kits,PK-R,158,55655.21,0.331
2026-05,Mississauga,CA,Ontario,GTA Core,Logistics Add-ons,Expedite Surcharge,LX-E,65,5489.11,0.357
2026-05,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Binder Blends,CB-100,141,33220.68,0.283
2026-05,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Specialty Mortars,SM-200,42,13485.63,0.229
2026-05,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Fine Aggregate,AG-F,72,20045.63,0.372
2026-05,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Coarse Aggregate,AG-C,314,46356.31,0.258
2026-05,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Bagged Mix,PK-B,274,33749.93,0.341
2026-05,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Retail Kits,PK-R,290,75917.51,0.333
2026-05,Hamilton,CA,Ontario,Golden Horseshoe,Logistics Add-ons,Expedite Surcharge,LX-E,85,4188.72,0.264
2026-05,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Binder Blends,CB-100,274,79957.72,0.375
2026-05,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Specialty Mortars,SM-200,192,75409.66,0.322
2026-05,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Fine Aggregate,AG-F,108,20511.06,0.237
2026-05,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Coarse Aggregate,AG-C,99,14485.67,0.346
2026-05,Buffalo,US,New York,Niagara Cross-Border,Packaged,Bagged Mix,PK-B,301,64755.69,0.323
2026-05,Buffalo,US,New York,Niagara Cross-Border,Packaged,Retail Kits,PK-R,236,53505.45,0.297
2026-05,Buffalo,US,New York,Niagara Cross-Border,Logistics Add-ons,Expedite Surcharge,LX-E,32,3339.65,0.298
2026-05,Detroit,US,Michigan,Auto Belt,Cementitious,Binder Blends,CB-100,111,16392.26,0.382
2026-05,Detroit,US,Michigan,Auto Belt,Cementitious,Specialty Mortars,SM-200,67,25121.65,0.408
2026-05,Detroit,US,Michigan,Auto Belt,Aggregates,Fine Aggregate,AG-F,288,37652.87,0.376
2026-05,Detroit,US,Michigan,Auto Belt,Aggregates,Coarse Aggregate,AG-C,298,90525.95,0.278
2026-05,Detroit,US,Michigan,Auto Belt,Packaged,Bagged Mix,PK-B,291,65252.73,0.382
2026-05,Detroit,US,Michigan,Auto Belt,Packaged,Retail Kits,PK-R,290,40898.68,0.316
2026-05,Detroit,US,Michigan,Auto Belt,Logistics Add-ons,Expedite Surcharge,LX-E,45,2839.74,0.249
2026-06,Oakville,CA,Ontario,GTA West,Cementitious,Binder Blends,CB-100,274,75211.06,0.365
2026-06,Oakville,CA,Ontario,GTA West,Cementitious,Specialty Mortars,SM-200,293,78863.37,0.207
2026-06,Oakville,CA,Ontario,GTA West,Aggregates,Fine Aggregate,AG-F,98,17124.79,0.31
2026-06,Oakville,CA,Ontario,GTA West,Aggregates,Coarse Aggregate,AG-C,227,60514.69,0.362
2026-06,Oakville,CA,Ontario,GTA West,Packaged,Bagged Mix,PK-B,265,71027.51,0.418
2026-06,Oakville,CA,Ontario,GTA West,Packaged,Retail Kits,PK-R,92,30503.17,0.337
2026-06,Oakville,CA,Ontario,GTA West,Logistics Add-ons,Expedite Surcharge,LX-E,14,1277.03,0.264
2026-06,Mississauga,CA,Ontario,GTA Core,Cementitious,Binder Blends,CB-100,84,19495.43,0.419
2026-06,Mississauga,CA,Ontario,GTA Core,Cementitious,Specialty Mortars,SM-200,161,25004.78,0.357
2026-06,Mississauga,CA,Ontario,GTA Core,Aggregates,Fine Aggregate,AG-F,219,81785.84,0.326
2026-06,Mississauga,CA,Ontario,GTA Core,Aggregates,Coarse Aggregate,AG-C,259,36416.4,0.213
2026-06,Mississauga,CA,Ontario,GTA Core,Packaged,Bagged Mix,PK-B,145,51842.21,0.373
2026-06,Mississauga,CA,Ontario,GTA Core,Packaged,Retail Kits,PK-R,219,57665.78,0.323
2026-06,Mississauga,CA,Ontario,GTA Core,Logistics Add-ons,Expedite Surcharge,LX-E,47,3344.83,0.244
2026-06,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Binder Blends,CB-100,303,125786.99,0.343
2026-06,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Specialty Mortars,SM-200,88,11477.16,0.36
2026-06,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Fine Aggregate,AG-F,250,98196.88,0.418
2026-06,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Coarse Aggregate,AG-C,104,33277.7,0.212
2026-06,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Bagged Mix,PK-B,114,36858.17,0.379
2026-06,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Retail Kits,PK-R,241,60001.45,0.319
2026-06,Hamilton,CA,Ontario,Golden Horseshoe,Logistics Add-ons,Expedite Surcharge,LX-E,58,5306.94,0.332
2026-06,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Binder Blends,CB-100,87,19136.09,0.36
2026-06,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Specialty Mortars,SM-200,228,54109.65,0.297
2026-06,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Fine Aggregate,AG-F,41,15419.45,0.383
2026-06,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Coarse Aggregate,AG-C,87,28698.01,0.29
2026-06,Buffalo,US,New York,Niagara Cross-Border,Packaged,Bagged Mix,PK-B,223,82462.19,0.371
2026-06,Buffalo,US,New York,Niagara Cross-Border,Packaged,Retail Kits,PK-R,243,38387.45,0.283
2026-06,Buffalo,US,New York,Niagara Cross-Border,Logistics Add-ons,Expedite Surcharge,LX-E,51,7065.69,0.261
2026-06,Detroit,US,Michigan,Auto Belt,Cementitious,Binder Blends,CB-100,106,29113.71,0.296
2026-06,Detroit,US,Michigan,Auto Belt,Cementitious,Specialty Mortars,SM-200,215,82676.49,0.363
2026-06,Detroit,US,Michigan,Auto Belt,Aggregates,Fine Aggregate,AG-F,63,7456.52,0.368
2026-06,Detroit,US,Michigan,Auto Belt,Aggregates,Coarse Aggregate,AG-C,275,24874.92,0.403
2026-06,Detroit,US,Michigan,Auto Belt,Packaged,Bagged Mix,PK-B,120,27939.7,0.18
2026-06,Detroit,US,Michigan,Auto Belt,Packaged,Retail Kits,PK-R,259,39569.14,0.345
2026-06,Detroit,US,Michigan,Auto Belt,Logistics Add-ons,Expedite Surcharge,LX-E,48,2633.86,0.404
2026-07,Oakville,CA,Ontario,GTA West,Cementitious,Binder Blends,CB-100,180,20928.4,0.267
2026-07,Oakville,CA,Ontario,GTA West,Cementitious,Specialty Mortars,SM-200,82,17184.55,0.397
2026-07,Oakville,CA,Ontario,GTA West,Aggregates,Fine Aggregate,AG-F,124,12691.24,0.33
2026-07,Oakville,CA,Ontario,GTA West,Aggregates,Coarse Aggregate,AG-C,159,36377.99,0.202
2026-07,Oakville,CA,Ontario,GTA West,Packaged,Bagged Mix,PK-B,88,7512.02,0.294
2026-07,Oakville,CA,Ontario,GTA West,Packaged,Retail Kits,PK-R,107,30375.44,0.305
2026-07,Oakville,CA,Ontario,GTA West,Logistics Add-ons,Expedite Surcharge,LX-E,53,7268.35,0.417
2026-07,Mississauga,CA,Ontario,GTA Core,Cementitious,Binder Blends,CB-100,256,81280.1,0.295
2026-07,Mississauga,CA,Ontario,GTA Core,Cementitious,Specialty Mortars,SM-200,157,33492.56,0.355
2026-07,Mississauga,CA,Ontario,GTA Core,Aggregates,Fine Aggregate,AG-F,92,11000.67,0.268
2026-07,Mississauga,CA,Ontario,GTA Core,Aggregates,Coarse Aggregate,AG-C,193,25271.09,0.366
2026-07,Mississauga,CA,Ontario,GTA Core,Packaged,Bagged Mix,PK-B,108,32392.23,0.343
2026-07,Mississauga,CA,Ontario,GTA Core,Packaged,Retail Kits,PK-R,75,19704.02,0.182
2026-07,Mississauga,CA,Ontario,GTA Core,Logistics Add-ons,Expedite Surcharge,LX-E,37,4199.87,0.216
2026-07,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Binder Blends,CB-100,250,72846.37,0.286
2026-07,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Specialty Mortars,SM-200,151,17220.11,0.204
2026-07,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Fine Aggregate,AG-F,103,29098.25,0.272
2026-07,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Coarse Aggregate,AG-C,259,49302.91,0.214
2026-07,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Bagged Mix,PK-B,181,54471.57,0.24
2026-07,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Retail Kits,PK-R,185,64001.64,0.346
2026-07,Hamilton,CA,Ontario,Golden Horseshoe,Logistics Add-ons,Expedite Surcharge,LX-E,87,8586.06,0.359
2026-07,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Binder Blends,CB-100,191,57580.17,0.368
2026-07,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Specialty Mortars,SM-200,162,40627.56,0.207
2026-07,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Fine Aggregate,AG-F,295,88133.49,0.197
2026-07,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Coarse Aggregate,AG-C,46,19117.86,0.404
2026-07,Buffalo,US,New York,Niagara Cross-Border,Packaged,Bagged Mix,PK-B,107,22961.22,0.381
2026-07,Buffalo,US,New York,Niagara Cross-Border,Packaged,Retail Kits,PK-R,255,52890.36,0.344
2026-07,Buffalo,US,New York,Niagara Cross-Border,Logistics Add-ons,Expedite Surcharge,LX-E,19,704.64,0.196
2026-07,Detroit,US,Michigan,Auto Belt,Cementitious,Binder Blends,CB-100,174,27365.66,0.401
2026-07,Detroit,US,Michigan,Auto Belt,Cementitious,Specialty Mortars,SM-200,243,61895.64,0.331
2026-07,Detroit,US,Michigan,Auto Belt,Aggregates,Fine Aggregate,AG-F,296,101226.63,0.282
2026-07,Detroit,US,Michigan,Auto Belt,Aggregates,Coarse Aggregate,AG-C,245,27590.26,0.309
2026-07,Detroit,US,Michigan,Auto Belt,Packaged,Bagged Mix,PK-B,118,20998.3,0.254
2026-07,Detroit,US,Michigan,Auto Belt,Packaged,Retail Kits,PK-R,301,118446.46,0.414
2026-07,Detroit,US,Michigan,Auto Belt,Logistics Add-ons,Expedite Surcharge,LX-E,60,6498.28,0.363
2026-08,Oakville,CA,Ontario,GTA West,Cementitious,Binder Blends,CB-100,73,13790.19,0.285
2026-08,Oakville,CA,Ontario,GTA West,Cementitious,Specialty Mortars,SM-200,162,16912.56,0.201
2026-08,Oakville,CA,Ontario,GTA West,Aggregates,Fine Aggregate,AG-F,262,32450.14,0.327
2026-08,Oakville,CA,Ontario,GTA West,Aggregates,Coarse Aggregate,AG-C,68,12825.63,0.358
2026-08,Oakville,CA,Ontario,GTA West,Packaged,Bagged Mix,PK-B,129,16126.73,0.35
2026-08,Oakville,CA,Ontario,GTA West,Packaged,Retail Kits,PK-R,45,6294.78,0.409
2026-08,Oakville,CA,Ontario,GTA West,Logistics Add-ons,Expedite Surcharge,LX-E,43,2402.43,0.21
2026-08,Mississauga,CA,Ontario,GTA Core,Cementitious,Binder Blends,CB-100,177,58504.43,0.208
2026-08,Mississauga,CA,Ontario,GTA Core,Cementitious,Specialty Mortars,SM-200,55,10847.58,0.283
2026-08,Mississauga,CA,Ontario,GTA Core,Aggregates,Fine Aggregate,AG-F,308,32770.31,0.351
2026-08,Mississauga,CA,Ontario,GTA Core,Aggregates,Coarse Aggregate,AG-C,79,19845.55,0.303
2026-08,Mississauga,CA,Ontario,GTA Core,Packaged,Bagged Mix,PK-B,68,17161.12,0.316
2026-08,Mississauga,CA,Ontario,GTA Core,Packaged,Retail Kits,PK-R,228,31395.34,0.366
2026-08,Mississauga,CA,Ontario,GTA Core,Logistics Add-ons,Expedite Surcharge,LX-E,75,2649.08,0.386
2026-08,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Binder Blends,CB-100,46,7678.54,0.293
2026-08,Hamilton,CA,Ontario,Golden Horseshoe,Cementitious,Specialty Mortars,SM-200,236,92813.11,0.223
2026-08,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Fine Aggregate,AG-F,58,15672.16,0.399
2026-08,Hamilton,CA,Ontario,Golden Horseshoe,Aggregates,Coarse Aggregate,AG-C,254,40694.01,0.24
2026-08,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Bagged Mix,PK-B,203,35701.9,0.199
2026-08,Hamilton,CA,Ontario,Golden Horseshoe,Packaged,Retail Kits,PK-R,230,28749.84,0.342
2026-08,Hamilton,CA,Ontario,Golden Horseshoe,Logistics Add-ons,Expedite Surcharge,LX-E,76,11983.43,0.409
2026-08,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Binder Blends,CB-100,75,28409.4,0.388
2026-08,Buffalo,US,New York,Niagara Cross-Border,Cementitious,Specialty Mortars,SM-200,199,38734.52,0.313
2026-08,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Fine Aggregate,AG-F,44,9177.87,0.25
2026-08,Buffalo,US,New York,Niagara Cross-Border,Aggregates,Coarse Aggregate,AG-C,195,64887.8,0.238
2026-08,Buffalo,US,New York,Niagara Cross-Border,Packaged,Bagged Mix,PK-B,228,64573.35,0.298
2026-08,Buffalo,US,New York,Niagara Cross-Border,Packaged,Retail Kits,PK-R,140,46252.53,0.311
2026-08,Buffalo,US,New York,Niagara Cross-Border,Logistics Add-ons,Expedite Surcharge,LX-E,62,2355.3,0.31
2026-08,Detroit,US,Michigan,Auto Belt,Cementitious,Binder Blends,CB-100,44,17757.6,0.18
2026-08,Detroit,US,Michigan,Auto Belt,Cementitious,Specialty Mortars,SM-200,232,85704.75,0.355
2026-08,Detroit,US,Michigan,Auto Belt,Aggregates,Fine Aggregate,AG-F,93,14297.83,0.416
2026-08,Detroit,US,Michigan,Auto Belt,Aggregates,Coarse Aggregate,AG-C,254,63456.74,0.194
2026-08,Detroit,US,Michigan,Auto Belt,Packaged,Bagged Mix,PK-B,112,36221.2,0.202
2026-08,Detroit,US,Michigan,Auto Belt,Packaged,Retail Kits,PK-R,158,60923.43,0.305
2026-08,Detroit,US,Michigan,Auto Belt,Logistics Add-ons,Expedite Surcharge,LX-E,20,2151.93,0.301
